player_id,player_name,position,orientation,archetype_key,archetype_name,minutes,latest_team_name,primary_league_name,raw_quality_rating,minutes_reliability,futbud_rating,role_rating_percentile,quality_status,quality_metric_count,pass_accuracy_pct_quality,duel_win_pct_quality,blocks_per90_quality,interceptions_per90_quality,tackles_per90_quality,dribbled_past_per90_quality,dribble_success_pct_quality,key_passes_per90_quality,assists_per90_quality,goals_per90_quality,shot_accuracy_pct_quality,fouls_drawn_per90_quality,shots_total_per90_quality
20692,Himad Abdelli,M,central,defensive_midfielder,Defensive Midfielder (DM / 6),1096.0,Marseille,Ligue 1,47.8,88.1,48.1,51.0,Average,5,71.7948717948718,22.564102564102566,,69.23076923076923,37.94871794871795,,20.256410256410255,,,,,,
20696,Pape Gueye,M,central,defensive_midfielder,Defensive Midfielder (DM / 6),2143.0,Villarreal,La Liga,49.0,95.9,49.1,56.1,Good,5,11.282051282051283,80.51282051282051,,77.43589743589745,20.51282051282051,,42.82051282051282,,,,,,
20704,Alimami Gory,M,central,box_to_box_midfielder,Box-to-Box Midfielder (CM / 8),988.0,Paris FC,Ligue 1,59.3,87.3,58.1,75.6,Very Good,7,73.48484848484848,67.42424242424242,,46.96969696969697,46.21212121212121,,18.560606060606062,,63.63636363636363,100.0,,,
20780,Mathias Pereira Lage,F,central,traditional_9,Traditional No. 9,2030.0,FC St. Pauli,Bundesliga,30.9,95.0,31.8,16.8,Poor,5,,74.8792270531401,,,,,,69.56521739130434,,6.763285024154589,40.33816425120773,,19.806763285024154
20784,Franck Honorat,F,wide,linking_winger,Linking Forward,1987.0,Borussia Mönchengladbach,Bundesliga,50.1,94.7,50.1,54.0,Average,5,4.081632653061225,,,,,,,71.42857142857143,93.87755102040816,8.16326530612245,22.448979591836736,,
20817,Goduine Koyalipou,F,central,traditional_9,Traditional No. 9,914.0,Angers,Ligue 1,50.9,86.8,50.8,50.0,Average,5,,39.61352657004831,,,,,,16.908212560386474,,38.64734299516908,67.8743961352657,,73.91304347826086
20844,Haissem Hassan,M,wide,six_eight_hybrid,6/8 Hybrid,1943.0,Oviedo,La Liga,45.8,94.4,46.0,38.0,Below Average,6,57.758620689655174,57.758620689655174,,9.482758620689655,57.758620689655174,,70.25862068965517,,,,,15.517241379310345,
20850,Carlens Arcus,D,,creative_fullback,Creative Fullback,2051.0,Angers,Ligue 1,62.1,95.2,61.5,76.5,Very Good,6,80.50847457627118,63.559322033898304,,90.67796610169492,,,36.440677966101696,38.13559322033898,75.42372881355932,,,,
20869,Samir Sophian Chergui,D,,positional_cb,Positional Center Back,1155.0,Paris FC,Ligue 1,43.5,88.6,44.2,30.6,Below Average,6,60.093896713615024,15.492957746478872,14.084507042253522,25.352112676056336,63.84976525821596,86.8544600938967,,,,,,,
20917,Laurent Abergel,M,central,defensive_midfielder,Defensive Midfielder (DM / 6),2324.0,Lorient,Ligue 1,32.4,97.2,32.9,11.0,Poor,5,74.87179487179488,20.76923076923077,,41.53846153846154,5.128205128205128,,11.025641025641026,,,,,,
